amount,transaction_hour,merchant_category,transaction_type,location,transactions_last_24h,avg_transaction_amount,international,distance_from_home_km,is_fraud
14732.04,21,Online Marketplace,Contactless,Pune,4.0,4397.98,Yes,792.49,High
962.92,13,Restaurants,Contactless,Kolkata,2.0,974.64,No,11.24,Low
172.4,16,Grocery,Online,Jaipur,1.0,452.4,No,403.93,Medium
749.72,15,Entertainment,Online,Mumbai,1.0,915.24,No,2.48,Low
496.4,19,Grocery,Contactless,Ahmedabad,7.0,512.87,No,4.61,Medium
336.26,21,Food,POS,Pune,4.0,581.55,No,15.39,Low
742.05,17,Grocery,Online,Lucknow,4.0,2116.89,No,3.23,Low
10317.56,8,Online Marketplace,ATM,Kolkata,1.0,4978.55,No,5.41,Medium
396.05,20,Entertainment,POS,Delhi,3.0,899.1,No,3.89,Low
568.21,9,Grocery,Online,Chennai,0.0,858.4,No,2.25,Low
278.81,14,Food,POS,Indore,3.0,1411.34,No,9.53,Low
465.26,14,Education,POS,Hyderabad,2.0,422.52,No,25.35,Low
1989.51,14,Entertainment,POS,Mumbai,1.0,1626.63,No,8.99,Low
1140.04,9,Restaurants,ATM,Delhi,2.0,1715.55,No,2.15,Low
265.23,16,Shopping,POS,Mumbai,2.0,139.51,No,10.64,Medium
1485.32,5,Grocery,POS,Kolkata,4.0,2046.01,No,2.08,Low
346.97,19,Shopping,POS,Jaipur,5.0,891.28,No,5.89,Low
18697.13,9,Electronics,POS,Lucknow,2.0,2238.26,No,1.22,Medium
517.02,7,Food,ATM,Mumbai,3.0,1017.97,No,0.66,Low
955.84,13,Utilities,Online,Mumbai,6.0,1309.8,No,18.32,Medium
4532.7,15,Travel,ATM,Mumbai,16.0,3570.56,No,11.13,High
12800.25,7,Food,POS,Hyderabad,1.0,3387.28,No,3.98,Low
1762.81,13,Fuel,POS,Kolkata,3.0,2384.99,No,11.52,Low
1706.15,14,Restaurants,Online,Ahmedabad,1.0,1431.9,No,7.81,High
733.93,0,Grocery,POS,Ahmedabad,3.0,3654.58,No,5.98,Low
828.07,19,Utilities,Contactless,Pune,4.0,1024.51,No,384.68,Medium
457.49,18,Food,Online,Bengaluru,1.0,1519.83,No,1.59,Low
2838.35,12,Pharmacy,Online,Kolkata,8.0,4628.24,Yes,4757.4,Medium
5552.57,10,Healthcare,Online,Surat,1.0,3126.46,No,2.66,Low
3741.2,17,Electronics,Online,Kolkata,6.0,2132.76,No,16.76,Medium
404.04,7,Food,Contactless,Mumbai,2.0,810.4,No,9.35,Low
1102.59,9,Travel,Online,Bengaluru,6.0,721.4,No,6.89,Medium
3996.57,11,Online Marketplace,Contactless,Lucknow,3.0,4379.37,No,1.52,Low
593.12,18,Shopping,Online,Coimbatore,3.0,313.99,No,0.18,Low
2311.84,8,Healthcare,POS,Chennai,5.0,1299.03,No,12.58,Low
10474.91,11,Healthcare,Online,Chennai,2.0,247.87,No,10.66,High
510.28,16,Restaurants,POS,Patna,5.0,764.75,No,2.29,Low
1631.01,14,Education,Online,Bengaluru,2.0,1895.38,No,19.68,Medium
637.32,20,Restaurants,POS,Delhi,6.0,715.56,No,9.78,High
2072.32,19,Online Marketplace,POS,Pune,5.0,1639.22,Yes,4184.67,Medium
635.4,19,Grocery,POS,Bengaluru,2.0,1040.87,No,4.98,Low
378.97,17,Pharmacy,Online,Bengaluru,3.0,557.54,No,12.26,Low
9670.33,12,Electronics,POS,Nagpur,3.0,2215.86,No,16.75,High
4281.26,8,Shopping,Online,Delhi,2.0,2311.73,No,16.67,Low
106.19,20,Restaurants,Online,Hyderabad,3.0,397.81,No,36.87,Low
864.51,16,Food,Online,Mumbai,1.0,1883.18,No,12.44,Low
142.52,13,Food,POS,Delhi,1.0,647.24,No,32.31,Low
327.4,9,Fuel,POS,Hyderabad,1.0,779.18,No,28.86,Low
344.55,5,Grocery,ATM,Bengaluru,4.0,528.51,No,16.39,Low
2627.36,19,Shopping,Online,Coimbatore,2.0,3138.57,No,21.17,Medium
1039.02,10,Online Marketplace,Contactless,Bengaluru,3.0,1512.75,No,5.49,Low
1157.32,16,Pharmacy,Contactless,Lucknow,3.0,2756.96,No,5.77,Low
706.15,17,Food,Contactless,Bengaluru,2.0,988.48,No,18.69,Low
1848.18,14,Healthcare,Contactless,Mumbai,4.0,742.32,No,2.2,Medium
331.15,5,Healthcare,Online,Vijayawada,3.0,439.26,No,8.01,High
880.59,23,Food,POS,Delhi,1.0,1415.92,No,30.03,Low
448.78,11,Grocery,POS,Kolkata,5.0,636.34,No,3.46,Medium
200.96,8,Utilities,ATM,Delhi,2.0,450.93,No,19.2,Low
1674.86,9,Electronics,Contactless,Hyderabad,1.0,438.44,No,4.18,Medium
5459.05,15,Utilities,Online,Mumbai,2.0,2740.36,Yes,4143.31,High
2066.41,21,Electronics,Contactless,Hyderabad,3.0,378.84,No,4.87,High
3003.21,13,Shopping,POS,Bengaluru,2.0,1617.74,No,48.46,Medium
462.13,11,Grocery,Contactless,Visakhapatnam,4.0,835.1,No,7.0,Medium
1543.87,17,Shopping,Online,Kolkata,2.0,942.02,No,2.14,Low
616.72,22,Electronics,Contactless,Chennai,2.0,221.05,No,0.33,Medium
196.78,15,Fuel,POS,Visakhapatnam,1.0,694.07,No,1.33,Low
534.49,21,Grocery,Contactless,Pune,3.0,1903.82,No,329.85,Medium
525.48,20,Grocery,Online,Kolkata,4.0,822.46,No,9.82,Low
132.84,19,Restaurants,Contactless,Mumbai,2.0,299.55,No,30.09,High
2089.45,17,Online Marketplace,POS,Coimbatore,4.0,1829.79,No,10.76,Low
857.78,7,Healthcare,Online,Chennai,2.0,639.12,No,6.81,Medium
498.28,13,Grocery,ATM,Patna,4.0,1515.43,No,16.98,Low
3313.5,13,Shopping,Online,Chennai,20.0,4223.1,No,6.65,High
1501.38,20,Shopping,Online,Mumbai,5.0,2307.34,No,3.71,Low
2632.75,13,Restaurants,POS,Bhopal,4.0,2688.6,No,5.74,Low
2259.0,21,Healthcare,POS,Patna,2.0,1831.05,No,9.61,Medium
3525.03,12,Online Marketplace,Online,Ahmedabad,2.0,1690.67,No,15.3,Medium
97.25,14,Food,POS,Delhi,1.0,527.71,No,3.74,Low
181.18,19,Fuel,ATM,Hyderabad,3.0,397.37,No,21.57,Low
1817.51,15,Online Marketplace,Online,Visakhapatnam,2.0,1758.89,No,2.85,Medium
829.77,13,Food,ATM,Nagpur,3.0,1263.83,No,22.74,Low
2346.4,13,Pharmacy,POS,Delhi,3.0,1848.39,Yes,5150.66,High
481.29,8,Grocery,POS,Bengaluru,3.0,1510.01,No,16.93,Medium
41438.99,20,Shopping,POS,Visakhapatnam,4.0,3395.75,No,0.1,High
1331.33,10,Healthcare,Online,Bengaluru,3.0,823.32,No,3.96,Medium
1030.09,21,Grocery,POS,Indore,6.0,1216.14,No,21.08,Low
2171.72,7,Shopping,ATM,Hyderabad,2.0,2780.02,Yes,2781.79,Medium
890.48,7,Pharmacy,Online,Delhi,4.0,3161.47,No,18.83,Low
7474.97,18,Shopping,Contactless,Indore,0.0,2817.37,No,11.28,Medium
1908.44,12,Pharmacy,POS,Jaipur,1.0,5534.17,No,27.99,Low
85.35,15,Fuel,Online,Ahmedabad,2.0,211.44,No,7.81,Medium
1136.8,17,Food,ATM,Mumbai,,8931.61,No,11.65,Low
1160.38,11,Online Marketplace,Online,Bengaluru,2.0,928.92,No,11.99,Low
117.26,7,Education,POS,Kochi,0.0,300.27,Yes,4308.08,Medium
202.11,16,Food,Contactless,Delhi,5.0,646.75,No,15.96,Medium
1267.65,15,Grocery,Online,Kochi,3.0,1159.62,No,45.77,Medium
62.31,16,Food,Contactless,Mumbai,2.0,418.36,No,6.62,Low
495.39,17,Healthcare,Online,Chennai,2.0,483.0,No,26.97,Low
281.15,12,Food,Contactless,Chennai,4.0,935.46,No,0.61,Low
1912.85,14,Electronics,ATM,Mumbai,4.0,478.26,No,8.71,High
4167.25,21,Healthcare,POS,Mumbai,1.0,1673.08,No,3.24,Medium
1463.18,9,Shopping,POS,Bengaluru,0.0,242.88,No,6.0,Medium
717.13,7,Fuel,POS,Vijayawada,5.0,1621.58,No,10.08,Low
721.24,23,Electronics,ATM,Delhi,4.0,113.32,No,3.37,High
695.1,5,Shopping,POS,Bengaluru,3.0,596.71,No,13.55,Medium
1227.54,13,Electronics,Online,Pune,2.0,604.28,No,27.2,Medium
4505.27,12,Restaurants,ATM,Delhi,4.0,5746.84,No,1.11,Medium
3415.03,7,Entertainment,POS,Bengaluru,1.0,3771.77,No,444.22,Medium
1553.41,17,Fuel,Online,Vijayawada,3.0,1361.2,No,18.44,Medium
398.38,15,Healthcare,Online,Kolkata,2.0,513.33,No,6.53,Low
308.97,1,Online Marketplace,POS,Hyderabad,3.0,671.57,No,2.15,Low
2174.34,19,Shopping,Online,Nagpur,1.0,1120.01,No,494.34,Medium
1117.71,12,Shopping,Online,Delhi,3.0,1173.88,No,3.88,Medium
2486.24,12,Travel,ATM,Kolkata,3.0,3562.69,No,4.08,Low
384.14,20,Education,Online,Jaipur,2.0,313.92,No,2.63,Medium
361.56,13,Pharmacy,POS,Bhopal,0.0,1449.89,No,3.54,Low
18160.74,11,Pharmacy,POS,Delhi,3.0,9655.69,No,28.45,Medium
1415.02,7,Education,Contactless,Vijayawada,1.0,1338.08,No,1.08,Medium
874.56,12,Entertainment,POS,Delhi,5.0,459.25,No,3.5,Medium
684.42,14,Grocery,Online,Visakhapatnam,5.0,1174.57,No,0.32,Low
963.87,18,Grocery,Contactless,Patna,3.0,2266.09,No,18.03,Low
312.92,14,Fuel,POS,Coimbatore,2.0,1368.64,Yes,5565.3,Medium
5374.17,16,Electronics,Contactless,Nagpur,5.0,1087.02,No,14.73,Medium
8506.92,20,Shopping,Contactless,Visakhapatnam,5.0,5043.71,No,15.12,High
1140.01,8,Online Marketplace,POS,Surat,3.0,340.35,No,14.9,Medium
316.76,8,Utilities,POS,Bengaluru,2.0,589.31,No,0.88,Low
6163.94,1,Shopping,Online,Visakhapatnam,3.0,5104.46,No,2.46,Low
198.08,18,Fuel,POS,Mumbai,5.0,443.95,No,20.04,Medium
1174.04,12,Education,Online,Chennai,3.0,695.8,No,4.92,Low
211.0,13,Pharmacy,Contactless,Pune,1.0,797.64,Yes,1501.16,Low
4210.69,9,Shopping,POS,Kolkata,3.0,1703.33,No,3.93,High
660.82,17,Travel,POS,Delhi,2.0,312.84,No,10.81,Medium
27408.66,17,Travel,POS,Kolkata,3.0,6751.03,No,189.72,Medium
1139.9,20,Grocery,POS,Mumbai,2.0,3647.37,No,35.52,Low
2028.16,1,Grocery,POS,Surat,0.0,4398.82,No,12.79,Low
234.9,21,Grocery,Contactless,Lucknow,5.0,755.63,No,3.44,Low
3753.01,16,Online Marketplace,Online,Bhopal,4.0,1641.55,No,3.81,High
3701.42,7,Pharmacy,POS,Mumbai,3.0,5574.93,No,0.96,Low
221.47,9,Pharmacy,POS,Delhi,4.0,713.32,No,3.25,Low
406.76,21,Restaurants,ATM,Bengaluru,20.0,1351.95,Yes,5336.08,High
6284.52,20,Travel,POS,Mumbai,2.0,985.61,No,10.77,High
3583.04,22,Online Marketplace,Online,Bengaluru,0.0,1755.78,No,40.88,Medium
5451.16,16,Healthcare,Contactless,Pune,3.0,6497.05,No,7.54,Medium
2282.05,10,Fuel,POS,Pune,1.0,1847.39,No,2.88,Low
1984.33,18,Healthcare,POS,Patna,1.0,1425.48,No,3.11,Low
1103.57,10,Fuel,Contactless,Ahmedabad,14.0,2626.6,No,11.12,Low
2752.79,21,Travel,POS,Bengaluru,2.0,313.21,No,13.32,High
1507.13,12,Fuel,POS,Indore,3.0,2401.66,No,3.06,Low
48.1,4,Pharmacy,Online,Pune,1.0,240.39,No,2.26,Low
2262.37,11,Travel,ATM,Hyderabad,1.0,1431.53,No,11.17,Low
1052.25,21,Utilities,POS,Patna,2.0,1056.9,No,2.31,Low
1431.91,15,Shopping,ATM,Bengaluru,2.0,816.95,No,300.73,Medium
1794.31,10,Grocery,Online,Bengaluru,3.0,1451.35,No,1.55,Low
394.92,9,Food,Contactless,Ahmedabad,4.0,1100.86,No,10.25,Low
901.32,0,Shopping,ATM,Ahmedabad,4.0,1798.25,No,30.4,Low
578.86,20,Shopping,POS,Vijayawada,2.0,1107.94,No,13.83,Low
9759.57,13,Shopping,Online,Mumbai,2.0,11956.66,No,5.49,Low
96.97,17,Restaurants,Online,Ahmedabad,0.0,637.28,Yes,5702.53,Low
2608.48,21,Food,Online,Hyderabad,3.0,3338.94,No,9.17,Medium
333.37,17,Shopping,Online,Pune,0.0,766.13,No,15.75,Medium
806.84,21,Healthcare,Online,Nagpur,0.0,820.81,No,3.83,Low
1044.36,18,Pharmacy,Contactless,Chennai,1.0,1569.34,No,20.17,Low
7921.26,16,Food,POS,Mumbai,5.0,16221.75,No,4.34,Medium
1344.46,14,Restaurants,Online,Bengaluru,3.0,842.3,No,4.62,Medium
2388.73,20,Education,Online,Ahmedabad,5.0,3145.7,Yes,4865.39,High
139.78,11,Online Marketplace,ATM,Hyderabad,0.0,112.59,No,63.85,Low
185.14,15,Food,Online,Bengaluru,2.0,608.26,No,371.81,Low
624.82,16,Grocery,Online,Surat,2.0,4061.56,Yes,801.54,Low
1545.07,11,Entertainment,POS,Delhi,4.0,3285.32,No,23.21,Low
1272.57,18,Online Marketplace,POS,Coimbatore,2.0,1244.8,No,20.05,Low
2545.16,6,Pharmacy,Online,Mumbai,3.0,4561.82,No,12.2,Low
221.32,20,Pharmacy,Contactless,Patna,3.0,685.04,No,159.85,Low
3980.86,22,Food,ATM,Nagpur,1.0,1422.54,No,4.82,Low
1416.82,10,Online Marketplace,ATM,Delhi,2.0,2028.59,No,5.49,Low
1424.99,8,Food,Online,Jaipur,3.0,2604.21,No,1.63,Low
613.73,15,Fuel,POS,Mumbai,1.0,660.94,No,1.39,Low
1531.53,12,Healthcare,Online,Visakhapatnam,1.0,812.36,No,16.53,Medium
5379.96,22,Fuel,Online,Coimbatore,1.0,4351.0,No,6.43,Low
657.99,13,Shopping,Online,Chennai,3.0,930.06,No,0.59,Low
156.08,9,Restaurants,Online,Mumbai,1.0,229.5,No,13.25,Low
1083.88,8,Restaurants,ATM,Lucknow,4.0,1124.6,No,16.4,Low
432.64,10,Grocery,Online,Chennai,4.0,1182.59,No,25.76,Medium
3699.57,13,Shopping,POS,Bengaluru,4.0,2594.23,No,268.36,Medium
140.1,21,Grocery,Online,Chennai,5.0,305.96,Yes,4359.49,Medium
845.95,18,Fuel,POS,Kochi,6.0,866.33,No,15.22,Low
3438.55,18,Food,Online,Mumbai,2.0,1180.82,No,2.16,Low
3619.12,17,Entertainment,POS,Bengaluru,2.0,1920.02,No,18.62,Low
934.38,13,Travel,Online,Chennai,0.0,1211.86,No,3.09,Low
53.12,20,Pharmacy,ATM,Mumbai,1.0,406.26,No,1.39,Low
3025.6,15,Electronics,POS,Ahmedabad,2.0,783.1,No,22.11,Low
130.64,13,Grocery,Online,Delhi,1.0,505.17,No,36.41,Low
1684.92,13,Restaurants,POS,Kolkata,7.0,4890.6,No,6.51,Low
1940.83,17,Grocery,POS,Delhi,24.0,1972.25,No,7.61,Medium
95.81,16,Food,Contactless,Chennai,2.0,359.1,No,308.95,Medium
1146.77,14,Grocery,POS,Indore,3.0,6292.15,No,25.33,Low
181.85,7,Shopping,Online,Bengaluru,1.0,277.7,No,359.35,Medium
611.51,11,Travel,ATM,Coimbatore,3.0,359.46,No,36.25,Medium
93.29,14,Pharmacy,POS,Kochi,6.0,264.56,No,7.27,Low
2630.29,16,Grocery,POS,Kolkata,6.0,534.66,No,8.06,Medium
2243.47,9,Travel,Online,Chennai,3.0,678.36,No,20.92,High
909.51,10,Fuel,Contactless,Bengaluru,0.0,808.91,No,10.14,Low
361.3,7,Pharmacy,POS,Surat,2.0,664.61,No,12.47,Low
605.29,15,Food,Contactless,Bengaluru,1.0,960.68,No,110.94,Low
1080.06,18,Grocery,Contactless,Chennai,1.0,1425.02,No,4.38,Low
451.62,13,Grocery,Contactless,Pune,2.0,778.45,No,10.1,Low
469.72,12,Food,Online,Nagpur,2.0,1289.97,No,0.49,Low
449.03,8,Food,POS,Nagpur,3.0,1643.28,No,6.89,Low
4285.43,6,Travel,POS,Coimbatore,4.0,1627.94,No,9.76,Medium
308.67,21,Restaurants,Online,Bengaluru,30.0,334.74,No,236.16,High
1245.12,23,Shopping,Contactless,Kolkata,2.0,1689.04,No,23.9,Medium
987.02,8,Food,Online,Mumbai,3.0,1340.63,No,14.2,Low
1758.42,10,Online Marketplace,Online,Visakhapatnam,2.0,1538.81,No,13.98,Medium
485.58,3,Travel,POS,Kolkata,1.0,423.28,No,9.48,Low
5710.53,19,Utilities,ATM,Pune,3.0,7671.13,No,4.66,Low
4472.25,15,Electronics,Contactless,Bengaluru,4.0,1708.15,No,20.02,Low
1822.24,20,Grocery,Online,Chennai,30.0,5593.89,No,36.26,High
1927.08,21,Electronics,Contactless,Delhi,1.0,461.49,No,13.41,High
1279.34,21,Food,Online,Ahmedabad,5.0,2105.18,No,7.58,Medium
461.74,15,Shopping,POS,Jaipur,1.0,234.36,No,6.17,Low
461.9,12,Grocery,POS,Bengaluru,2.0,787.25,No,0.1,Low
222.52,16,Pharmacy,POS,Lucknow,2.0,1383.02,No,4.28,Low
870.69,5,Restaurants,ATM,Mumbai,0.0,758.85,No,24.91,Low
3392.47,11,Travel,Online,Chennai,4.0,1032.11,No,11.91,Medium
4185.93,17,Travel,POS,Delhi,3.0,603.33,No,3.41,Medium
303.15,21,Restaurants,Online,Hyderabad,0.0,475.91,No,55.93,Low
1694.05,19,Online Marketplace,Online,Ahmedabad,2.0,1947.37,No,11.96,Medium
833.91,18,Food,POS,Bengaluru,4.0,1258.74,No,207.93,Medium
1177.25,10,Entertainment,ATM,Delhi,2.0,902.36,No,20.52,Medium
1067.31,1,Electronics,Contactless,Jaipur,4.0,621.89,No,5.02,Low
8642.41,15,Shopping,Online,Ahmedabad,4.0,2850.92,No,9.26,Medium
2889.55,14,Electronics,Contactless,Kochi,3.0,1509.43,No,6.28,Medium
391.1,13,Online Marketplace,POS,Mumbai,2.0,256.12,No,8.38,Medium
2426.15,3,Fuel,POS,Kochi,1.0,2849.36,No,23.01,Low
221.8,17,Travel,POS,Pune,0.0,201.64,No,6.22,Medium
872.12,20,Food,ATM,Pune,3.0,3117.76,No,5.8,Low
1583.45,20,Restaurants,Online,Kochi,1.0,3798.91,No,12.53,Low
3753.98,18,Entertainment,Contactless,Surat,1.0,10291.52,No,23.83,Low
271.15,16,Utilities,Contactless,Hyderabad,0.0,463.19,No,10.84,Low
719.27,20,Shopping,Online,Hyderabad,6.0,606.6,No,17.52,Medium
1814.61,18,Food,POS,Bhopal,5.0,1914.28,No,2.64,Low
905.07,15,Pharmacy,Online,Kochi,2.0,1626.02,No,15.75,Low
42381.93,12,Online Marketplace,POS,Chennai,4.0,1836.55,No,1.39,High
275.1,22,Grocery,Online,Ahmedabad,2.0,1019.47,No,3.0,Low
646.82,18,Utilities,Online,Hyderabad,4.0,1972.11,Yes,5030.94,Medium
678.54,19,Pharmacy,Contactless,Ahmedabad,0.0,1389.31,No,7.4,Low
4574.15,3,Travel,Online,Bengaluru,4.0,1242.17,No,5.68,High
448.23,9,Healthcare,POS,Delhi,3.0,219.9,No,3.36,Medium
3328.0,17,Restaurants,Contactless,Bengaluru,1.0,3164.83,No,15.54,Medium
917.16,11,Restaurants,Contactless,Mumbai,2.0,1447.16,No,2.09,Low
2329.33,14,Utilities,POS,Hyderabad,1.0,2695.43,No,1.09,Low
1422.84,21,Fuel,Online,Chennai,1.0,2378.73,No,180.21,Low
1381.41,12,Entertainment,Contactless,Mumbai,0.0,2328.51,Yes,6346.87,Medium
19625.01,12,Shopping,Online,Coimbatore,6.0,4430.15,No,46.12,High
758.99,21,Food,POS,Coimbatore,4.0,1232.75,No,0.39,Low
2418.5,10,Pharmacy,ATM,Mumbai,6.0,1221.5,No,19.12,Medium
1159.75,17,Fuel,ATM,Mumbai,2.0,1776.32,No,5.63,Low
1045.53,21,Entertainment,Contactless,Kolkata,4.0,1333.32,No,5.95,Low
414.44,1,Pharmacy,Online,Mumbai,2.0,439.37,No,268.14,High
2343.17,18,Online Marketplace,Contactless,Kochi,3.0,2180.17,No,9.5,Medium
353.18,12,Fuel,Online,Visakhapatnam,2.0,874.05,No,11.52,Low
1259.28,12,Utilities,Online,Hyderabad,3.0,2814.32,No,5.41,Low
1642.3,8,Restaurants,Online,Delhi,4.0,3261.2,No,3.86,Medium
1378.19,10,Healthcare,POS,Bengaluru,,1072.8,No,6.97,Medium
1191.88,15,Fuel,Contactless,Lucknow,3.0,3379.96,No,12.71,Low
2026.31,0,Travel,POS,Guwahati,2.0,1173.7,No,6.66,Medium
30664.49,9,Shopping,Online,Visakhapatnam,3.0,3814.87,No,4.29,Low
494.15,23,Shopping,ATM,Chennai,2.0,835.32,No,1.36,Low
3215.59,10,Food,POS,Guwahati,2.0,2994.67,No,30.7,Medium
1034.36,10,Grocery,Contactless,Mumbai,4.0,841.88,No,6.58,Low
7791.75,20,Restaurants,Online,Mumbai,5.0,5469.73,No,377.71,Low
379.11,12,Entertainment,POS,Hyderabad,6.0,325.12,No,11.61,Medium
3060.4,15,Shopping,Online,Delhi,1.0,2439.26,No,8.09,Low
12935.99,11,Healthcare,POS,Delhi,2.0,467.25,No,14.04,Medium
1341.06,16,Pharmacy,POS,Chennai,2.0,2765.8,No,18.92,Low
6092.35,23,Travel,Contactless,Bengaluru,4.0,1189.05,No,331.99,High
410.62,18,Fuel,Contactless,Jaipur,4.0,769.14,No,1.02,Low
223.21,12,Entertainment,Online,Bengaluru,5.0,440.4,No,2.81,Low
2317.19,21,Grocery,ATM,Kolkata,3.0,2871.78,No,1.09,Medium
266.07,11,Food,POS,Bengaluru,4.0,238.85,No,16.61,Medium
1000.46,21,Food,Online,Coimbatore,3.0,2817.46,No,3.04,Low
733.96,18,Entertainment,Online,Hyderabad,4.0,1236.88,No,18.24,Medium
3378.86,7,Electronics,Online,Delhi,2.0,1586.52,No,3.8,Low
837.84,23,Entertainment,Online,Kolkata,4.0,1845.41,No,2.4,Low
901.37,21,Grocery,Online,Chennai,4.0,1178.07,No,9.17,Medium
539.5,20,Grocery,POS,Coimbatore,5.0,1223.96,No,6.73,Low
1545.24,23,Shopping,POS,Hyderabad,2.0,1119.63,No,4.36,Low
2079.73,22,Electronics,Online,Mumbai,3.0,2280.9,No,26.01,Low
655.03,19,Online Marketplace,POS,Hyderabad,4.0,495.43,No,0.32,Low
479.59,6,Online Marketplace,Contactless,Pune,4.0,932.48,No,42.44,Low
1486.01,5,Online Marketplace,Online,Hyderabad,0.0,611.43,No,14.98,Medium
1254.69,18,Education,Contactless,Patna,3.0,1154.9,No,16.88,Low
8924.25,21,Food,Contactless,Hyderabad,3.0,1188.06,No,12.81,Medium
3774.17,16,Electronics,POS,Bhopal,2.0,1628.23,No,11.28,High
1035.79,10,Food,Online,Delhi,3.0,1127.79,No,206.59,High
269.31,13,Food,Contactless,Coimbatore,2.0,633.77,No,5.06,Low
453.51,6,Pharmacy,POS,Lucknow,3.0,1928.31,No,0.52,Low
395.84,17,Food,POS,Vijayawada,3.0,501.29,No,18.03,Low
734.98,18,Grocery,Online,Pune,15.0,1566.4,No,4.73,Medium
1318.36,10,Grocery,ATM,Bengaluru,4.0,5080.67,No,23.23,Low
585.76,13,Shopping,POS,Kolkata,5.0,447.65,Yes,2733.98,Medium
11963.77,11,Electronics,POS,Indore,3.0,3693.86,No,8.2,Low
2488.64,1,Food,ATM,Mumbai,1.0,10181.22,No,1.25,Low
1411.8,16,Restaurants,POS,Hyderabad,1.0,1411.44,No,32.26,Low
949.94,14,Online Marketplace,Online,Bengaluru,2.0,556.3,No,23.46,Low
280.99,13,Online Marketplace,Online,Kolkata,3.0,426.09,No,27.97,Low
585.25,12,Grocery,POS,Bengaluru,4.0,769.53,No,15.8,Low
6130.98,8,Shopping,Online,Nagpur,3.0,2682.41,No,7.8,Low
620.46,9,Food,POS,Lucknow,3.0,2706.84,No,0.6,Low
1978.08,21,Online Marketplace,ATM,Guwahati,1.0,2534.26,No,5.88,Low
2097.58,8,Travel,Contactless,Indore,0.0,493.0,No,3.78,Medium
7451.68,13,Food,Online,Bengaluru,2.0,5462.95,No,7.46,Low
7834.97,18,Electronics,Online,Guwahati,3.0,2926.72,No,13.34,Low
2871.2,15,Food,POS,Lucknow,1.0,1972.85,No,13.02,Low
60.94,11,Food,Contactless,Delhi,20.0,434.33,No,10.04,Low
2159.54,16,Grocery,Online,Pune,1.0,1943.16,No,28.7,Medium
2037.07,10,Online Marketplace,POS,Ahmedabad,2.0,1079.99,No,11.56,Medium
796.24,21,Entertainment,ATM,Chennai,2.0,1147.18,No,2.0,Low
1898.11,15,Education,POS,Bengaluru,3.0,761.71,No,0.14,Medium
2138.22,15,Shopping,POS,Pune,1.0,1052.06,No,4.83,Medium
8049.76,11,Online Marketplace,POS,Ahmedabad,0.0,2550.61,No,14.36,Medium
1262.01,14,Electronics,POS,Delhi,2.0,620.11,No,28.55,Low
140.93,13,Grocery,Contactless,Mumbai,5.0,269.13,No,3.28,Low
1181.57,14,Electronics,POS,Chennai,2.0,574.16,No,14.04,Medium
47.18,14,Grocery,POS,Indore,4.0,167.65,No,0.27,Low
2651.92,9,Online Marketplace,Contactless,Pune,4.0,3563.93,No,32.22,Low
4412.43,19,Electronics,Online,Hyderabad,3.0,3279.69,No,0.4,Medium
649.15,19,Utilities,POS,Nagpur,0.0,1656.38,No,2.46,Low
1872.46,19,Fuel,Online,Delhi,1.0,2085.36,No,16.43,Low
3584.7,12,Online Marketplace,ATM,Delhi,1.0,5212.82,No,20.77,Low
2549.57,13,Travel,Online,Delhi,3.0,929.28,No,0.16,High
8621.43,0,Shopping,Online,Kolkata,7.0,694.4,Yes,1283.64,High
7526.2,18,Online Marketplace,ATM,Chennai,2.0,2007.86,No,65.61,Medium
1611.47,11,Shopping,POS,Visakhapatnam,1.0,2032.58,No,3.84,Low
2887.96,17,Electronics,Online,Surat,3.0,1702.23,No,2.23,Medium
1675.72,20,Travel,ATM,Bhopal,6.0,1010.19,No,0.4,Low
1677.97,7,Fuel,Contactless,Indore,1.0,1797.35,No,18.06,Low
144.48,6,Restaurants,POS,Mumbai,1.0,724.6,No,14.23,Low
448.07,9,Food,Online,Visakhapatnam,4.0,1112.36,No,1.95,Low
822.61,18,Grocery,Contactless,Kolkata,4.0,809.57,No,23.65,Medium
9309.19,18,Restaurants,ATM,Bengaluru,1.0,1413.17,No,4.5,Medium
558.43,17,Entertainment,Online,Kochi,1.0,1573.6,No,12.92,Low
2514.39,11,Shopping,ATM,Bhopal,3.0,2634.2,Yes,4943.39,Low
7015.81,19,Entertainment,POS,Lucknow,1.0,10886.78,No,0.6,Medium
2671.53,18,Electronics,Contactless,Pune,4.0,1373.28,No,2.57,Low
8254.57,9,Restaurants,POS,Kochi,1.0,6181.53,No,46.71,Medium
138.64,8,Food,POS,Mumbai,28.0,338.33,No,20.83,High
1247.76,8,Restaurants,Online,Chennai,2.0,1858.42,No,7.01,Low
1172.92,15,Fuel,Online,Ahmedabad,3.0,2402.75,No,6.12,Low
344.06,8,Food,POS,Mumbai,0.0,271.71,No,6.12,Low
595.83,16,Grocery,POS,Chennai,1.0,734.05,No,12.59,Medium
1076.35,12,Shopping,POS,Pune,1.0,863.56,No,14.71,Low
1145.5,23,Restaurants,Online,Chennai,4.0,2233.11,No,2.13,Low
354.45,6,Fuel,Contactless,Delhi,1.0,294.98,No,13.28,Low
2781.57,21,Healthcare,POS,Lucknow,1.0,1190.09,No,29.38,Medium
476.38,18,Fuel,Online,Hyderabad,3.0,595.69,No,4.89,Medium
